typeId	buyWeightedAverage	buyMax	buyMin	buyStddev	buyMedian	buyVolume	buyOrderCount	buyPercentile	sellWeightedAverage	sellMax	sellMin	sellStddev	sellMedian	sellVolume	sellOrderCount	sellPercentile
899	20000	20,000.00 ISK	20,000.00 ISK	0.01 ISK	20,000.00 ISK	6	1	20,000.00 ISK	3,191,800.00 ISK	5,000,000.00 ISK	1,970,000.00 ISK	1,735,399.19 ISK	2,019,000.00 ISK	5	3	1,970,000.00 ISK
900	63123.75	63,130.00 ISK	63,120.00 ISK	7.07 ISK	63,125.00 ISK	25	3	63,130.00 ISK	1,191,368.42 ISK	1,349,000.00 ISK	1,148,000.00 ISK	84,531.06 ISK	1,174,000.00 ISK	38	5	1,148,473.68 ISK
901	115671.4286	152,100.00 ISK	101,100.00 ISK	36,062.45 ISK	126,600.00 ISK	23	3	152,100.00 ISK	2,192,210.53 ISK	2,299,000.00 ISK	2,145,000.00 ISK	60,634.70 ISK	2,186,000.00 ISK	19	6	2,145,000.00 ISK
902	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	8	1	0.00 ISK	2,795,122.81 ISK	2,999,000.00 ISK	2,725,000.00 ISK	124,491.97 ISK	2,774,500.00 ISK	57	4	2,725,000.00 ISK
936	1551000	1,551,000.00 ISK	1,551,000.00 ISK	0.01 ISK	1,551,000.00 ISK	5	3	1,551,000.00 ISK	4,996,478.26 ISK	5,000,000.00 ISK	4,989,000.00 ISK	6,082.76 ISK	4,990,000.00 ISK	23	3	4,989,130.43 ISK
937	48907	50,090.00 ISK	38,420.00 ISK	5,825.04 ISK	50,060.00 ISK	10	4	50,090.00 ISK	4,998,750.00 ISK	5,000,000.00 ISK	4,996,000.00 ISK	2,081.67 ISK	4,997,000.00 ISK	24	3	4,996,000.00 ISK
938	301150	301,400.00 ISK	300,600.00 ISK	400.00 ISK	301,000.00 ISK	8	3	301,400.00 ISK	3,943,100.00 ISK	3,948,000.00 ISK	3,919,000.00 ISK	15,307.95 ISK	3,925,000.00 ISK	20	3	3,919,000.00 ISK
939	341200	341,200.00 ISK	341,200.00 ISK	0.01 ISK	341,200.00 ISK	3	1	341,200.00 ISK	3,469,450.00 ISK	3,500,000.00 ISK	3,373,000.00 ISK	60,422.82 ISK	3,436,000.00 ISK	20	4	3,373,000.00 ISK
940	342800	342,800.00 ISK	342,800.00 ISK	0.01 ISK	342,800.00 ISK	6	2	342,800.00 ISK	4,721,393.94 ISK	4,948,000.00 ISK	4,450,000.00 ISK	225,349.68 ISK	4,498,000.00 ISK	33	7	4,450,000.00 ISK
941	40060	40,060.00 ISK	0.01 ISK	28,326.69 ISK	20,030.01 ISK	3	3	40,060.00 ISK	4,160,647.06 ISK	4,500,000.00 ISK	3,999,000.00 ISK	256,196.60 ISK	4,447,000.00 ISK	17	5	3,999,000.00 ISK
944	1046600	1,202,000.00 ISK	1,007,000.00 ISK	112,295.74 ISK	1,008,000.00 ISK	18	6	1,202,000.00 ISK	5,203,142.86 ISK	6,446,000.00 ISK	4,996,000.00 ISK	1,025,304.83 ISK	5,721,000.00 ISK	7	2	4,996,000.00 ISK
945	518781.8182	520,600.00 ISK	517,300.00 ISK	1,475.07 ISK	518,000.00 ISK	12	5	520,600.00 ISK	3,220,714.29 ISK	3,221,000.00 ISK	3,220,000.00 ISK	707.11 ISK	3,220,500.00 ISK	14	2	3,220,000.00 ISK
946	592350	592,400.00 ISK	592,300.00 ISK	70.71 ISK	592,350.00 ISK	2	2	592,400.00 ISK	3,970,200.00 ISK	3,975,000.00 ISK	3,967,000.00 ISK	5,656.85 ISK	3,971,000.00 ISK	10	2	3,967,000.00 ISK
949	303066.6667	303,066.67 ISK	303,066.67 ISK	0.01 ISK	303,066.67 ISK	2	2	303,066.67 ISK	2,850,000.00 ISK	2,850,000.00 ISK	2,850,000.00 ISK	0.01 ISK	2,850,000.00 ISK	42	2	2,850,000.00 ISK
950	135792.5926	151,066.67 ISK	133,466.67 ISK	12,445.08 ISK	142,266.67 ISK	15	4	151,066.67 ISK	2,850,000.00 ISK	2,850,000.00 ISK	2,850,000.00 ISK	0.01 ISK	2,850,000.00 ISK	42	2	2,850,000.00 ISK
952	866561.3953	1,163,116.28 ISK	569,069.77 ISK	294,174.25 ISK	836,675.58 ISK	20	7	1,163,116.28 ISK	2,751,162.79 ISK	2,783,720.93 ISK	2,750,000.00 ISK	23,844.30 ISK	2,766,860.47 ISK	43	3	2,750,000.00 ISK
954	1236285.714	1,247,000.00 ISK	1,232,000.00 ISK	10,606.60 ISK	1,239,500.00 ISK	8	3	1,247,000.00 ISK	4,370,500.00 ISK	5,000,000.00 ISK	3,991,000.00 ISK	504,506.69 ISK	4,500,000.00 ISK	4	3	3,991,000.00 ISK
955	686850	687,400.00 ISK	685,200.00 ISK	1,014.48 ISK	686,950.00 ISK	13	5	687,400.00 ISK	3,983,666.67 ISK	3,985,000.00 ISK	3,983,000.00 ISK	1,000.00 ISK	3,984,000.00 ISK	18	3	3,983,000.00 ISK
956	1004000	1,004,000.00 ISK	1,004,000.00 ISK	0.01 ISK	1,004,000.00 ISK	1	1	1,004,000.00 ISK	3,829,214.29 ISK	4,478,000.00 ISK	3,636,000.00 ISK	278,050.11 ISK	3,740,000.00 ISK	42	9	3,636,000.00 ISK
967	502.1655172	502.17 ISK	502.17 ISK	0.01 ISK	502.17 ISK	165	2	502.17 ISK	58,275.86 ISK	93,103.45 ISK	50,000.00 ISK	17,728.40 ISK	69,396.55 ISK	87	5	50,000.00 ISK
968	29393777.78	43,666,666.67 ISK	5,668,000.00 ISK	15,978,782.64 ISK	40,233,333.33 ISK	6	5	43,666,666.67 ISK	83,500,000.00 ISK	83,500,000.00 ISK	83,500,000.00 ISK	0.01 ISK	83,500,000.00 ISK	42	2	83,500,000.00 ISK
969	74096666.67	75,100,000.00 ISK	121,000.00 ISK	27,964,155.84 ISK	73,940,000.00 ISK	7	8	75,100,000.00 ISK	89,890,000.00 ISK	89,900,000.00 ISK	89,880,000.00 ISK	14,142.14 ISK	89,890,000.00 ISK	4	2	89,880,000.00 ISK
970	41950000	42,640,000.00 ISK	87,000.00 ISK	20,937,195.58 ISK	41,605,000.00 ISK	7	6	42,640,000.00 ISK	88,992,500.00 ISK	89,000,000.00 ISK	88,990,000.00 ISK	7,071.07 ISK	88,995,000.00 ISK	4	2	88,990,000.00 ISK
971	38421000	41,500,000.00 ISK	11,390,000.00 ISK	12,250,157.14 ISK	41,360,000.00 ISK	12	7	41,500,000.00 ISK	104,550,000.00 ISK	104,600,000.00 ISK	104,500,000.00 ISK	70,710.68 ISK	104,550,000.00 ISK	6	2	104,500,000.00 ISK
972	68340000	69,130,000.00 ISK	68,000,000.00 ISK	529,591.04 ISK	68,115,000.00 ISK	5	5	69,130,000.00 ISK	88,288,000.00 ISK	88,300,000.00 ISK	88,280,000.00 ISK	14,142.14 ISK	88,290,000.00 ISK	5	2	88,280,000.00 ISK
973	63102500	63,650,000.00 ISK	62,540,000.00 ISK	615,487.61 ISK	63,110,000.00 ISK	6	6	63,650,000.00 ISK	87,093,333.33 ISK	87,100,000.00 ISK	87,080,000.00 ISK	14,142.14 ISK	87,090,000.00 ISK	3	2	87,080,000.00 ISK
974	65486666.67	69,710,000.00 ISK	57,620,000.00 ISK	6,818,902.65 ISK	69,130,000.00 ISK	3	3	69,710,000.00 ISK	87,665,000.00 ISK	88,470,000.00 ISK	87,440,000.00 ISK	591,805.15 ISK	87,450,000.00 ISK	14	3	87,440,000.00 ISK
975	58098000	58,710,000.00 ISK	57,850,000.00 ISK	354,217.45 ISK	58,010,000.00 ISK	7	7	58,710,000.00 ISK	86,000,000.00 ISK	86,000,000.00 ISK	86,000,000.00 ISK	0.01 ISK	86,000,000.00 ISK	12	1	86,000,000.00 ISK
976	51803333.33	52,480,000.00 ISK	100,100.00 ISK	25,856,047.13 ISK	51,465,000.00 ISK	5	6	52,480,000.00 ISK	85,093,333.33 ISK	85,880,000.00 ISK	84,700,000.00 ISK	834,386.00 ISK	85,290,000.00 ISK	3	2	84,700,000.00 ISK
977	37482857.14	46,166,666.67 ISK	54,000.00 ISK	16,029,156.05 ISK	31,846,666.67 ISK	7	7	46,166,666.67 ISK	81,500,000.00 ISK	81,500,000.00 ISK	81,500,000.00 ISK	0.01 ISK	81,500,000.00 ISK	42	2	81,500,000.00 ISK
978	56392500	57,160,000.00 ISK	56,100,000.00 ISK	512,339.41 ISK	56,155,000.00 ISK	4	4	57,160,000.00 ISK	85,747,307.69 ISK	88,980,000.00 ISK	85,570,000.00 ISK	1,462,914.90 ISK	85,780,000.00 ISK	26	5	85,570,000.00 ISK
979	16367500	20,710,000.00 ISK	10,000,000.00 ISK	5,635,474.25 ISK	10,130,000.00 ISK	9	6	20,710,000.00 ISK	85,168,888.89 ISK	86,170,000.00 ISK	84,580,000.00 ISK	747,144.56 ISK	84,800,000.00 ISK	9	4	84,580,000.00 ISK
983	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	3,487,500.00 ISK	3,487,500.00 ISK	3,487,500.00 ISK	0.01 ISK	3,487,500.00 ISK	42	2	3,487,500.00 ISK
984	24750	24,750.00 ISK	24,750.00 ISK	0.00 ISK	24,750.00 ISK	1	1	24,750.00 ISK	7,425,000.00 ISK	7,425,000.00 ISK	7,425,000.00 ISK	0.01 ISK	7,425,000.00 ISK	42	2	7,425,000.00 ISK
985	460909.0909	570,000.00 ISK	450,000.00 ISK	84,852.81 ISK	510,000.00 ISK	11	2	570,000.00 ISK	4,285,000.00 ISK	4,301,000.00 ISK	4,248,000.00 ISK	26,012.82 ISK	4,249,500.00 ISK	39	4	4,248,000.00 ISK
986	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	5,972,461.54 ISK	6,000,000.00 ISK	5,968,000.00 ISK	13,255.19 ISK	5,972,000.00 ISK	26	5	5,968,000.00 ISK
987	107317.5	399,000.00 ISK	0.01 ISK	227,505.97 ISK	10,090.00 ISK	4	3	399,000.00 ISK	11,013,000.00 ISK	11,130,000.00 ISK	10,970,000.00 ISK	67,823.30 ISK	11,000,000.00 ISK	10	6	10,970,000.00 ISK
988	500000	500,000.00 ISK	500,000.00 ISK	0.01 ISK	500,000.00 ISK	1	1	500,000.00 ISK	5,343,600.00 ISK	5,424,000.00 ISK	5,323,000.00 ISK	58,025.86 ISK	5,324,000.00 ISK	5	3	5,323,000.00 ISK
989	40200	40,200.00 ISK	40,200.00 ISK	0.01 ISK	40,200.00 ISK	2	2	40,200.00 ISK	4,053,307.69 ISK	4,447,000.00 ISK	3,999,000.00 ISK	216,953.14 ISK	4,125,000.00 ISK	13	4	3,999,000.00 ISK
990	1024375	1,026,000.00 ISK	1,021,000.00 ISK	2,645.75 ISK	1,022,000.00 ISK	9	4	1,026,000.00 ISK	7,710,000.00 ISK	7,943,000.00 ISK	7,489,000.00 ISK	224,889.66 ISK	7,499,000.00 ISK	18	8	7,489,000.00 ISK
991	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	1	1	0.00 ISK	5,419,714.29 ISK	5,499,000.00 ISK	5,413,000.00 ISK	33,546.49 ISK	5,419,000.00 ISK	28	6	5,413,000.00 ISK
992	1250000	1,250,000.00 ISK	1,250,000.00 ISK	0.01 ISK	1,250,000.00 ISK	2	1	1,250,000.00 ISK	13,471,666.67 ISK	13,500,000.00 ISK	13,450,000.00 ISK	26,457.51 ISK	13,460,000.00 ISK	6	3	13,450,000.00 ISK
994	440533333.3	451,366,666.67 ISK	129,700,000.01 ISK	188,163,628.20 ISK	440,100,000.00 ISK	4	5	451,366,666.67 ISK	1,075,000,000.00 ISK	1,075,000,000.00 ISK	1,075,000,000.00 ISK	0.01 ISK	1,075,000,000.00 ISK	42	2	1,075,000,000.00 ISK
995	653050000	656,100,000.00 ISK	0.01 ISK	377,046,442.11 ISK	325,000,650.00 ISK	3	5	656,100,000.00 ISK	1,316,500,000.00 ISK	1,317,000,000.00 ISK	1,316,000,000.00 ISK	707,106.78 ISK	1,316,500,000.00 ISK	2	2	1,316,000,000.00 ISK
996	143400000	143,400,000.00 ISK	0.01 ISK	71,655,544.28 ISK	133,450.00 ISK	4	7	143,400,000.00 ISK	1,765,000,000.00 ISK	1,765,000,000.00 ISK	1,765,000,000.00 ISK	0.01 ISK	1,765,000,000.00 ISK	1	1	1,765,000,000.00 ISK
997	1020000000	1,020,000,000.00 ISK	0.01 ISK	588,896,697.22 ISK	2,000.00 ISK	2	4	1,020,000,000.00 ISK	1,649,500,000.00 ISK	1,650,000,000.00 ISK	1,649,000,000.00 ISK	707,106.78 ISK	1,649,500,000.00 ISK	2	2	1,649,000,000.00 ISK
998	400000000	400,000,000.00 ISK	0.01 ISK	199,800,219.14 ISK	601,750.00 ISK	2	5	400,000,000.00 ISK	1,475,000,000.00 ISK	1,475,000,000.00 ISK	1,475,000,000.00 ISK	0.01 ISK	1,475,000,000.00 ISK	1	1	1,475,000,000.00 ISK
999	800000000	1,000,000,000.00 ISK	0.01 ISK	489,897,676.39 ISK	300,000,500.00 ISK	3	5	1,000,000,000.00 ISK	1,822,500,000.00 ISK	1,823,000,000.00 ISK	1,822,000,000.00 ISK	707,106.78 ISK	1,822,500,000.00 ISK	2	2	1,822,000,000.00 ISK
1002	511350000	511,350,000.00 ISK	255,700,000.50 ISK	180,771,848.26 ISK	383,525,000.25 ISK	2	3	511,350,000.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK
1010	1011.166667	1,017.00 ISK	1,010.00 ISK	4.95 ISK	1,013.50 ISK	24	2	1,017.00 ISK	766,463.18 ISK	855,000.00 ISK	49,920.00 ISK	421,909.67 ISK	535,350.00 ISK	44	4	49,920.00 ISK
1026	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	1,114,944.00 ISK	2,000,000.00 ISK	87,360.00 ISK	1,073,225.63 ISK	200,000.00 ISK	15	3	87,360.00 ISK
1032	1356.645161	2,006.00 ISK	1,000.00 ISK	580.53 ISK	2,005.00 ISK	36	4	2,005.65 ISK	2,451,741.00 ISK	3,000,000.00 ISK	91,160.00 ISK	1,461,308.94 ISK	1,952,500.00 ISK	40	4	91,160.00 ISK
1067	5000.411765	5,001.00 ISK	5,000.00 ISK	0.71 ISK	5,000.50 ISK	17	2	5,001.00 ISK	494,929.41 ISK	495,000.00 ISK	494,900.00 ISK	70.71 ISK	494,950.00 ISK	17	2	494,900.00 ISK
1072	5000	5,000.00 ISK	5,000.00 ISK	0.01 ISK	5,000.00 ISK	8	1	5,000.00 ISK	190,000.00 ISK	190,000.00 ISK	190,000.00 ISK	0.01 ISK	190,000.00 ISK	55	1	190,000.00 ISK
1074	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	63,626.08 ISK	1,039,723.61 ISK	52,075.34 ISK	477,621.80 ISK	52,563.93 ISK	1042	6	52,231.50 ISK
1075	1003.065421	1,004.00 ISK	1,003.00 ISK	0.71 ISK	1,003.50 ISK	107	2	1,004.00 ISK	37,858.54 ISK	39,680.00 ISK	25,000.00 ISK	7,535.01 ISK	29,390.00 ISK	192	3	26,188.96 ISK
1076	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	439,470.37 ISK	1,441,155.63 ISK	61,728.44 ISK	754,631.58 ISK	1,438,165.56 ISK	1208	6	61,728.44 ISK
1079	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	690,706.67 ISK	750,000.00 ISK	394,240.00 ISK	251,560.31 ISK	572,120.00 ISK	60	2	394,240.00 ISK
1096	1005	1,005.00 ISK	1,005.00 ISK	0.01 ISK	1,005.00 ISK	1	1	1,005.00 ISK	1,300,000.00 ISK	1,300,000.00 ISK	1,300,000.00 ISK	0.01 ISK	1,300,000.00 ISK	75	1	1,300,000.00 ISK
1099	1000.1	1,002.00 ISK	1,000.00 ISK	1.41 ISK	1,001.00 ISK	20	2	1,002.00 ISK	4,481,250.00 ISK	4,500,000.00 ISK	4,475,000.00 ISK	17,677.67 ISK	4,487,500.00 ISK	4	2	4,475,000.00 ISK
1100	1000	1,000.00 ISK	1,000.00 ISK	0.01 ISK	1,000.00 ISK	19	1	1,000.00 ISK	564,286.44 ISK	799,000.00 ISK	499,980.00 ISK	120,089.09 ISK	675,000.00 ISK	90	5	499,980.00 ISK
1102	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	646,742.11 ISK	670,000.00 ISK	224,880.00 ISK	254,152.59 ISK	660,000.00 ISK	123	3	235,492.68 ISK
1105	5000	5,000.00 ISK	5,000.00 ISK	0.01 ISK	5,000.00 ISK	5	1	5,000.00 ISK	249,509.80 ISK	350,000.00 ISK	225,000.00 ISK	88,388.35 ISK	287,500.00 ISK	51	2	225,000.00 ISK
1106	5000	5,000.00 ISK	5,000.00 ISK	0.01 ISK	5,000.00 ISK	3	1	5,000.00 ISK	495,810.00 ISK	495,900.00 ISK	495,800.00 ISK	70.71 ISK	495,850.00 ISK	40	2	495,800.00 ISK
1109	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	1,065,357.78 ISK	1,997,000.00 ISK	199,680.00 ISK	900,574.66 ISK	1,200,000.00 ISK	18	3	199,680.00 ISK
1112	666.6666667	666.67 ISK	666.67 ISK	0.01 ISK	666.67 ISK	42	1	666.67 ISK	20,000.00 ISK	20,000.00 ISK	20,000.00 ISK	0.01 ISK	20,000.00 ISK	3	2	20,000.00 ISK
1113	4771.529412	5,001.00 ISK	1,100.00 ISK	2,758.42 ISK	3,050.50 ISK	51	2	5,001.00 ISK	800,000.00 ISK	800,000.00 ISK	800,000.00 ISK	0.01 ISK	800,000.00 ISK	1	1	800,000.00 ISK
1114	1551.724138	5,000.00 ISK	1,000.00 ISK	2,828.43 ISK	3,000.00 ISK	58	2	5,000.00 ISK	455,862.75 ISK	2,950,000.00 ISK	300,000.00 ISK	1,529,689.62 ISK	2,949,000.00 ISK	51	3	300,000.00 ISK
1115	1428.571429	5,000.00 ISK	1,000.00 ISK	2,828.43 ISK	3,000.00 ISK	56	2	5,000.00 ISK	220,000.00 ISK	220,000.00 ISK	220,000.00 ISK	0.01 ISK	220,000.00 ISK	50	1	220,000.00 ISK
1116	666.6666667	666.67 ISK	666.67 ISK	0.01 ISK	666.67 ISK	46	1	666.67 ISK	150,000.00 ISK	150,000.00 ISK	150,000.00 ISK	0.01 ISK	150,000.00 ISK	3	2	150,000.00 ISK
1117	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	600,000.00 ISK	600,000.00 ISK	600,000.00 ISK	0.01 ISK	600,000.00 ISK	3	2	600,000.00 ISK
1118	666.6666667	666.67 ISK	666.67 ISK	0.01 ISK	666.67 ISK	49	1	666.67 ISK	200,000.00 ISK	200,000.00 ISK	200,000.00 ISK	0.01 ISK	200,000.00 ISK	3	2	200,000.00 ISK
1119	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	1,200,000.00 ISK	1,200,000.00 ISK	1,200,000.00 ISK	0.01 ISK	1,200,000.00 ISK	3	2	1,200,000.00 ISK
1120	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	900,000.00 ISK	900,000.00 ISK	900,000.00 ISK	0.01 ISK	900,000.00 ISK	3	2	900,000.00 ISK
1121	666.6666667	666.67 ISK	666.67 ISK	0.01 ISK	666.67 ISK	49	1	666.67 ISK	1,500,000.00 ISK	1,500,000.00 ISK	1,500,000.00 ISK	0.01 ISK	1,500,000.00 ISK	3	2	1,500,000.00 ISK
1122	666.6666667	666.67 ISK	666.67 ISK	0.01 ISK	666.67 ISK	49	1	666.67 ISK	6,000,000.00 ISK	6,000,000.00 ISK	6,000,000.00 ISK	0.01 ISK	6,000,000.00 ISK	3	2	6,000,000.00 ISK
1123	666.6666667	666.67 ISK	666.67 ISK	0.01 ISK	666.67 ISK	49	1	666.67 ISK	2,000,000.00 ISK	2,000,000.00 ISK	2,000,000.00 ISK	0.01 ISK	2,000,000.00 ISK	3	2	2,000,000.00 ISK
1124	666.6666667	666.67 ISK	666.67 ISK	0.01 ISK	666.67 ISK	50	1	666.67 ISK	12,000,000.00 ISK	12,000,000.00 ISK	12,000,000.00 ISK	0.01 ISK	12,000,000.00 ISK	21	2	12,000,000.00 ISK
1125	666.6666667	666.67 ISK	666.67 ISK	0.01 ISK	666.67 ISK	49	1	666.67 ISK	15,000,000.00 ISK	15,000,000.00 ISK	15,000,000.00 ISK	0.01 ISK	15,000,000.00 ISK	3	2	15,000,000.00 ISK
1126	1001.666667	1,001.67 ISK	1,001.67 ISK	0.01 ISK	1,001.67 ISK	59	2	1,001.67 ISK	9,000,000.00 ISK	9,000,000.00 ISK	9,000,000.00 ISK	0.01 ISK	9,000,000.00 ISK	3	2	9,000,000.00 ISK
1128	5000	5,000.00 ISK	5,000.00 ISK	0.01 ISK	5,000.00 ISK	9	1	5,000.00 ISK	382,000.00 ISK	382,000.00 ISK	382,000.00 ISK	0.01 ISK	382,000.00 ISK	17	1	382,000.00 ISK
1129	10000	10,000.00 ISK	10,000.00 ISK	0.01 ISK	10,000.00 ISK	7	1	10,000.00 ISK	868,481.48 ISK	899,900.00 ISK	850,000.00 ISK	35,284.63 ISK	874,950.00 ISK	27	2	850,000.00 ISK
1130	25	25.00 ISK	25.00 ISK	0.01 ISK	25.00 ISK	58	1	25.00 ISK	20,000.00 ISK	20,000.00 ISK	20,000.00 ISK	0.01 ISK	20,000.00 ISK	6	2	20,000.00 ISK
1131	3510.5	3,510.50 ISK	3,510.50 ISK	0.01 ISK	3,510.50 ISK	79	1	3,510.50 ISK	30,000.00 ISK	30,000.00 ISK	30,000.00 ISK	0.01 ISK	30,000.00 ISK	8	2	30,000.00 ISK
1132	875	875.00 ISK	875.00 ISK	0.01 ISK	875.00 ISK	64	1	875.00 ISK	40,000.00 ISK	40,000.00 ISK	40,000.00 ISK	0.01 ISK	40,000.00 ISK	8	2	40,000.00 ISK
1133	87.5	87.50 ISK	87.50 ISK	0.01 ISK	87.50 ISK	72	1	87.50 ISK	50,000.00 ISK	50,000.00 ISK	50,000.00 ISK	0.01 ISK	50,000.00 ISK	8	2	50,000.00 ISK
1134	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	60,000.00 ISK	60,000.00 ISK	60,000.00 ISK	0.01 ISK	60,000.00 ISK	8	2	60,000.00 ISK
1135	750	750.00 ISK	750.00 ISK	0.01 ISK	750.00 ISK	85	1	750.00 ISK	70,000.00 ISK	70,000.00 ISK	70,000.00 ISK	0.01 ISK	70,000.00 ISK	4	2	70,000.00 ISK
1136	750	750.00 ISK	750.00 ISK	0.01 ISK	750.00 ISK	78	1	750.00 ISK	80,000.00 ISK	80,000.00 ISK	80,000.00 ISK	0.01 ISK	80,000.00 ISK	4	2	80,000.00 ISK
1137	10075	10,080.00 ISK	10,000.00 ISK	43.59 ISK	10,070.00 ISK	172	4	10,080.00 ISK	369,428.57 ISK	399,000.00 ISK	100,000.00 ISK	211,424.93 ISK	249,500.00 ISK	91	2	100,000.00 ISK
1138	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	80,000.00 ISK	80,000.00 ISK	80,000.00 ISK	0.01 ISK	80,000.00 ISK	3	2	80,000.00 ISK
1139	6.666666667	6.67 ISK	6.67 ISK	0.01 ISK	6.67 ISK	11	1	6.67 ISK	110,000.00 ISK	110,000.00 ISK	110,000.00 ISK	0.01 ISK	110,000.00 ISK	3	2	110,000.00 ISK
1140	666.6666667	666.67 ISK	666.67 ISK	0.01 ISK	666.67 ISK	84	1	666.67 ISK	150,000.00 ISK	150,000.00 ISK	150,000.00 ISK	0.01 ISK	150,000.00 ISK	3	2	150,000.00 ISK
1141	692	692.00 ISK	692.00 ISK	0.01 ISK	692.00 ISK	85	1	692.00 ISK	175,000.00 ISK	175,000.00 ISK	175,000.00 ISK	0.01 ISK	175,000.00 ISK	3	2	175,000.00 ISK
1142	6.666666667	6.67 ISK	6.67 ISK	0.01 ISK	6.67 ISK	41	1	6.67 ISK	225,000.00 ISK	225,000.00 ISK	225,000.00 ISK	0.01 ISK	225,000.00 ISK	3	2	225,000.00 ISK
1143	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	275,000.00 ISK	275,000.00 ISK	275,000.00 ISK	0.01 ISK	275,000.00 ISK	3	2	275,000.00 ISK
1144	6.666666667	6.67 ISK	6.67 ISK	0.01 ISK	6.67 ISK	14	1	6.67 ISK	325,000.00 ISK	325,000.00 ISK	325,000.00 ISK	0.01 ISK	325,000.00 ISK	3	2	325,000.00 ISK
1145	14072.61905	14,073.33 ISK	14,066.67 ISK	4.71 ISK	14,070.00 ISK	84	2	14,073.33 ISK	400,000.00 ISK	400,000.00 ISK	400,000.00 ISK	0.01 ISK	400,000.00 ISK	3	2	400,000.00 ISK
1146	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	200,000.00 ISK	200,000.00 ISK	200,000.00 ISK	0.01 ISK	200,000.00 ISK	3	2	200,000.00 ISK
1147	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	300,000.00 ISK	300,000.00 ISK	300,000.00 ISK	0.01 ISK	300,000.00 ISK	3	2	300,000.00 ISK
1148	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	400,000.00 ISK	400,000.00 ISK	400,000.00 ISK	0.01 ISK	400,000.00 ISK	3	2	400,000.00 ISK
1149	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	500,020.00 ISK	500,060.00 ISK	500,000.00 ISK	42.43 ISK	500,030.00 ISK	5	3	500,000.00 ISK
1150	6666.666667	6,666.67 ISK	6,666.67 ISK	0.01 ISK	6,666.67 ISK	6	1	6,666.67 ISK	600,000.00 ISK	600,000.00 ISK	600,000.00 ISK	0.01 ISK	600,000.00 ISK	3	2	600,000.00 ISK
1151	6666.666667	6,666.67 ISK	6,666.67 ISK	0.01 ISK	6,666.67 ISK	13	1	6,666.67 ISK	700,000.00 ISK	700,000.00 ISK	700,000.00 ISK	0.01 ISK	700,000.00 ISK	3	2	700,000.00 ISK
1152	666.6666667	666.67 ISK	666.67 ISK	0.01 ISK	666.67 ISK	6	1	666.67 ISK	800,000.00 ISK	800,000.00 ISK	800,000.00 ISK	0.01 ISK	800,000.00 ISK	3	2	800,000.00 ISK
1153	25186.41026	25,193.33 ISK	25,173.33 ISK	14.15 ISK	25,183.33 ISK	27	3	25,193.33 ISK	1,000,000.00 ISK	1,000,000.00 ISK	1,000,000.00 ISK	0.01 ISK	1,000,000.00 ISK	3	2	1,000,000.00 ISK
1154	650	650.00 ISK	650.00 ISK	0.01 ISK	650.00 ISK	1	1	650.00 ISK	59,290.88 ISK	299,900.00 ISK	54,990.00 ISK	141,395.97 ISK	55,000.00 ISK	57	3	54,990.00 ISK
1155	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	39,954.91 ISK	40,000.00 ISK	39,400.00 ISK	323.57 ISK	39,490.00 ISK	169	3	39,400.00 ISK
1156	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	19,967.94 ISK	19,970.00 ISK	19,950.00 ISK	10.00 ISK	19,960.00 ISK	753	3	19,955.48 ISK
